id,ActualTime,WatchTimeStamp,Ax watch,Ay watch,Az watch,Gx watch,Gy watch,Gz watch,Esense TimeStamp,Time in Epochs (ignore),Ax esense,Ay esense,Az esense,Gx esense,Gy esense,Gz esense
1,2025-07-01 17:12:18.153,2025-07-01 17:12:17.730316,-2.691082715988159,-7.690176010131836,4.855441093444824,0.14905111491680145,0.02687807008624077,0.06352998316287994,2025-07-01 17:12:17.718,1751370137718,-8517,-717,856,29,-57,48
2,2025-07-01 17:12:18.557,2025-07-01 17:12:18.230137,-4.587290287017822,-4.034229755401611,6.959944248199463,0.7525860071182251,-1.0885618925094604,2.0622811317443848,2025-07-01 17:12:18.254,1751370138254,-8503,-485,1062,-1045,-773,1005
3,2025-07-01 17:12:18.755,2025-07-01 17:12:18.432359,-1.292868971824646,-2.628833532333374,10.472238540649414,0.8234463334083557,-0.6780604124069214,0.5607742667198181,2025-07-01 17:12:18.435,1751370138435,-8498,-290,911,6,-629,467
4,2025-07-01 17:12:18.947,2025-07-01 17:12:18.629992,-2.070984363555908,-2.279279947280884,9.516951560974121,0.05619960278272629,0.13805554807186127,-0.14905111491680145,2025-07-01 17:12:18.636,1751370138636,-8545,-46,1101,-475,-104,592
5,2025-07-01 17:12:19.048,2025-07-01 17:12:18.730012,-2.212242364883423,-2.274491548538208,9.466673851013184,0.10018189996480942,-0.14905111491680145,-0.16737708449363708,2025-07-01 17:12:18.700,1751370138700,-8541,539,746,-1571,-374,800
6,2025-07-01 17:12:19.147,2025-07-01 17:12:18.830289,-2.2457611560821533,-2.6216509342193604,10.072406768798828,0.13805554807186127,0.18570303916931152,-0.006108652334660292,2025-07-01 17:12:18.822,1751370138822,-8187,326,923,-1321,-361,552
7,2025-07-01 17:12:19.249,2025-07-01 17:12:18.830289,-2.2457611560821533,-2.6216509342193604,10.072406768798828,0.13805554807186127,0.18570303916931152,-0.006108652334660292,2025-07-01 17:12:18.822,1751370138822,-8187,326,923,-1321,-361,552
8,2025-07-01 17:12:19.347,2025-07-01 17:12:19.030232,-3.136404275894165,-3.9049429893493652,8.592789649963379,-0.42760565876960754,0.4141666293144226,0.4129449129104614,2025-07-01 17:12:19.067,1751370139067,-8541,400,1116,50,-9,110
9,2025-07-01 17:12:19.449,2025-07-01 17:12:19.130447,-3.624821424484253,-2.0231003761291504,8.78193187713623,-0.13805554807186127,-0.3066543638706207,0.9248499870300293,2025-07-01 17:12:19.165,1751370139165,-8369,579,1026,151,117,-590
10,2025-07-01 17:12:19.652,2025-07-01 17:12:19.330044,-0.8523358106613159,-1.2066776752471924,9.07641887664795,0.5766568183898926,-0.23945917189121246,-0.012217304669320583,2025-07-01 17:12:19.335,1751370139335,-8411,598,1046,202,24,-532
11,2025-07-01 17:12:19.750,2025-07-01 17:12:19.430010,-1.6160861253738403,-0.36152446269989014,7.931990146636963,0.00855211354792118,0.07941248267889023,0.04153883829712868,2025-07-01 17:12:19.433,1751370139433,-8459,143,1162,-331,-191,-347
12,2025-07-01 17:12:20.147,2025-07-01 17:12:19.830188,-2.9735984802246094,-2.6216509342193604,9.193734169006348,0.28099802136421204,0.010995574295520782,0.1062905490398407,2025-07-01 17:12:19.796,1751370139796,-8094,93,980,1825,918,-446
13,2025-07-01 17:12:20.247,2025-07-01 17:12:19.929941,-2.3343467712402344,-1.889025092124939,8.018181800842285,0.21868975460529327,-0.13316862285137177,0.10384709388017654,2025-07-01 17:12:19.961,1751370139961,-8541,180,412,-104,-21,319
14,2025-07-01 17:12:20.448,2025-07-01 17:12:20.130158,-1.7764976024627686,0.0933738648891449,8.647856712341309,-1.5809192657470703,0.05375614017248154,0.1869247704744339,2025-07-01 17:12:20.144,1751370140144,-8504,181,425,-339,-75,-68
15,2025-07-01 17:12:20.547,2025-07-01 17:12:20.229568,-2.892195701599121,-2.1116859912872314,9.17936897277832,-0.35674530267715454,0.7611380815505981,-1.0751228332519531,2025-07-01 17:12:20.229,1751370140229,-8502,156,831,-134,124,356
