id,ActualTime,WatchTimeStamp,Ax watch,Ay watch,Az watch,Gx watch,Gy watch,Gz watch,Esense TimeStamp,Time in Epochs (ignore),Ax esense,Ay esense,Az esense,Gx esense,Gy esense,Gz esense
1,2025-07-01 17:45:19.884,2025-07-01 17:45:19.548228,10.60152530670166,-2.980781078338623,0.6655880808830261,0.9101892113685608,-0.28466320037841797,-0.45204028487205505,2025-07-01 17:45:19.514,1751372119514,-7321,-3527,495,-1244,65,-1391
2,2025-07-01 17:45:19.993,2025-07-01 17:45:19.642512,9.940725326538086,-2.7892448902130127,0.06464344263076782,0.04764748737215996,-0.042760565876960754,-0.15027284622192383,2025-07-01 17:45:19.613,1751372119613,-7768,-3309,781,-722,-301,843
3,2025-07-01 17:45:20.095,2025-07-01 17:45:19.754668,9.390059471130371,-2.9712042808532715,-0.4812345504760742,-0.394618958234787,0.08552113175392151,-0.03176499158143997,2025-07-01 17:45:19.754,1751372119754,-7977,-3399,691,-220,-434,1321
4,2025-07-01 17:45:20.286,2025-07-01 17:45:19.944774,13.527239799499512,-10.831368446350098,0.6177040338516235,1.9706512689590454,0.6536257863044739,2.342057466506958,2025-07-01 17:45:19.970,1751372119970,-7851,-2432,1001,563,-630,429
5,2025-07-01 17:45:20.383,2025-07-01 17:45:20.043448,8.968679428100586,-8.942343711853027,3.6822822093963623,2.6841418743133545,2.883283853530884,3.8545596599578857,2025-07-01 17:45:20.052,1751372120052,-7967,-2819,1159,218,-301,601
6,2025-07-01 17:45:20.480,2025-07-01 17:45:20.116367,-1.3958195447921753,-4.697423934936523,2.1068975925445557,3.11785626411438,3.5295794010162354,3.277902841567993,2025-07-01 17:45:20.137,1751372120137,-7927,-2044,1591,1051,801,2336
7,2025-07-01 17:45:20.679,2025-07-01 17:45:20.348941,-0.706289529800415,-3.6296098232269287,5.418078422546387,2.1710150241851807,-0.5155702829360962,0.8833111524581909,2025-07-01 17:45:20.323,1751372120323,-8127,-1242,885,255,1300,273
8,2025-07-01 17:45:20.808,2025-07-01 17:45:20.450826,0.3519476354122162,0.043095629662275314,8.767566680908203,1.6603317260742188,-0.45326200127601624,0.045204028487205505,2025-07-01 17:45:20.420,1751372120420,-8497,-1766,722,115,614,-803
9,2025-07-01 17:45:20.895,2025-07-01 17:45:20.547928,-0.6871358752250671,-0.7158663272857666,9.821015357971191,0.394618958234787,-0.33475416898727417,0.6047565937042236,2025-07-01 17:45:20.513,1751372120513,-8074,-2066,753,271,363,-250
10,2025-07-01 17:45:20.991,2025-07-01 17:45:20.617271,-2.1068975925445557,0.5554547905921936,12.45463752746582,-0.3017674386501312,-0.0403171069920063,0.19914206862449646,2025-07-01 17:45:20.634,1751372120634,-8236,-1693,869,-371,187,-329
11,2025-07-01 17:45:21.077,2025-07-01 17:45:20.741438,-1.8602946996688843,-1.091755986213684,8.791508674621582,-0.9578366875648499,-0.46181413531303406,0.27488934993743896,2025-07-01 17:45:20.771,1751372120771,-8509,-1262,377,-270,405,596
12,2025-07-01 17:45:21.186,2025-07-01 17:45:20.842668,-0.7733271718025208,-3.248931646347046,8.724471092224121,-0.6438519954681396,-0.475253164768219,0.5522221922874451,2025-07-01 17:45:20.871,1751372120871,-8187,-1168,320,-320,174,604
13,2025-07-01 17:45:21.283,2025-07-01 17:45:20.956481,-0.395043283700943,-1.1037269830703735,10.251971244812012,-0.3885102868080139,-0.34574973583221436,0.09285151958465576,2025-07-01 17:45:20.961,1751372120961,-8127,-1185,340,14,293,135
14,2025-07-01 17:45:21.388,2025-07-01 17:45:21.050366,-1.4748282432556152,-4.412513732910156,7.4770917892456055,-1.1044443845748901,0.9089674949645996,0.0757472887635231,2025-07-01 17:45:21.077,1751372121077,-8123,-1245,166,113,-51,-92
15,2025-07-01 17:45:21.482,2025-07-01 17:45:21.116220,-1.4389152526855469,-3.35667085647583,8.508993148803711,4.290717601776123,-0.03176499158143997,-0.35063666105270386,2025-07-01 17:45:21.134,1751372121134,-8166,-1261,537,-97,43,101
16,2025-07-01 17:45:21.576,2025-07-01 17:45:21.220619,0.751779317855835,1.5682021379470825,9.909601211547852,0.6059783101081848,-1.0005972385406494,-0.20891591906547546,2025-07-01 17:45:21.227,1751372121227,-8069,-1406,307,-331,361,41
17,2025-07-01 17:45:21.676,2025-07-01 17:45:21.323098,0.05267243832349777,1.0558429956436157,11.549629211425781,-0.7489207983016968,-0.19547687470912933,0.07819075137376785,2025-07-01 17:45:21.341,1751372121341,-8179,-1562,217,-310,35,71
18,2025-07-01 17:45:21.896,2025-07-01 17:45:21.523443,0.9648633003234863,-2.2361843585968018,8.80587387084961,-2.7061331272125244,0.17348572611808777,-0.09285151958465576,2025-07-01 17:45:21.507,1751372121507,-8076,-1097,382,371,326,270
19,2025-07-01 17:45:22.176,2025-07-01 17:45:21.816093,4.244919776916504,-0.08140286058187485,12.378023147583008,-0.7611380815505981,-0.8991936445236206,0.5229006409645081,2025-07-01 17:45:21.849,1751372121849,-8533,-1573,-69,342,268,191
20,2025-07-01 17:45:22.276,2025-07-01 17:45:21.919080,0.3734954595565796,0.5051765441894531,9.172186851501465,-0.5057964324951172,0.40683624148368835,0.2382374405860901,2025-07-01 17:45:21.948,1751372121948,-8145,-1189,154,134,-262,-14
21,2025-07-01 17:45:22.383,2025-07-01 17:45:22.035481,1.5873557329177856,-2.513911724090576,8.604761123657227,-1.2791517972946167,0.40683624148368835,0.14294247329235077,2025-07-01 17:45:22.034,1751372122034,-8127,-1341,-10,19,181,185
22,2025-07-01 17:45:22.476,2025-07-01 17:45:22.129791,0.3974374830722809,0.6560112833976746,7.654263019561768,-2.015855312347412,0.827111542224884,-1.06657075881958,2025-07-01 17:45:22.149,1751372122149,-8452,-983,-51,-97,142,401
23,2025-07-01 17:45:22.877,2025-07-01 17:45:22.546586,3.670311212539673,-8.480262756347656,5.95677375793457,-0.7330383062362671,-0.5387831330299377,-1.5528194904327393,2025-07-01 17:45:22.572,1751372122572,-8452,-659,-181,-10,-47,201
24,2025-07-01 17:45:22.977,2025-07-01 17:45:22.627005,6.40927791595459,-7.4100542068481445,4.759673118591309,-0.2528982162475586,-0.06352998316287994,-1.3072515726089478,2025-07-01 17:45:22.662,1751372122662,-8514,-605,-383,-23,54,548
25,2025-07-01 17:45:23.176,2025-07-01 17:45:22.839538,5.272032260894775,-7.2783732414245605,5.073313236236572,-0.09285151958465576,-0.00366519158706069,-0.38606682419776917,2025-07-01 17:45:22.874,1751372122874,-8177,47,259,68,-609,457
26,2025-07-01 17:45:23.287,2025-07-01 17:45:22.929968,5.9974751472473145,-6.794744491577148,4.017470359802246,0.10262536257505417,-0.12828169763088226,-0.4153883755207062,2025-07-01 17:45:22.931,1751372122931,-8177,105,304,102,37,538
